booking_date,channel,category,geography,bookings,transacted_value,revenue,spend,profit
2025-05-28,SEM,HOTEL,DE,28,14075,1899,923,976
2025-05-28,SEM,HOTEL,ES,28,14037,1774,1746,28
2025-05-28,SEM,HOTEL,FR,83,38146,3775,3061,714
2025-05-28,SEM,HOTEL,GB,21,6135,565,972,-407
2025-05-28,SEM,HOTEL,IT,63,37034,3804,1404,2400
2025-05-28,SEM,HOTEL,OTHER,36,11460,1523,2008,-485
2025-05-28,SEO,FLIGHT,DE,53,27492,2627,0,2627
2025-05-28,SEO,FLIGHT,ES,5,1962,130,0,130
2025-05-28,SEO,FLIGHT,FR,26,22196,1152,0,1152
2025-05-28,SEO,FLIGHT,GB,16,6454,841,0,841
2025-05-28,SEO,FLIGHT,IT,17,13679,619,0,619
2025-05-28,SEO,FLIGHT,OTHER,12,10418,693,0,693
2025-05-28,SEO,FLIGHT + HOTEL,DE,20,46940,4567,0,4567
2025-05-28,SEO,FLIGHT + HOTEL,ES,14,35782,2577,0,2577
2025-05-28,SEO,FLIGHT + HOTEL,FR,71,100740,11694,0,11694
2025-05-28,SEO,FLIGHT + HOTEL,GB,10,16231,1804,0,1804
2025-05-28,SEO,FLIGHT + HOTEL,IT,33,53355,5998,0,5998
2025-05-28,SEO,FLIGHT + HOTEL,OTHER,15,25812,3019,0,3019
2025-05-28,SEO,HOTEL,DE,9,3654,397,0,397
2025-05-28,SEO,HOTEL,ES,8,2943,390,0,390
2025-05-28,SEO,HOTEL,FR,73,33803,2822,0,2822
2025-05-28,SEO,HOTEL,GB,5,1987,181,0,181
2025-05-28,SEO,HOTEL,IT,36,16609,1394,0,1394
2025-05-28,SEO,HOTEL,OTHER,11,5066,435,0,435
2025-05-29,DIRECT,FLIGHT,DE,108,41902,4607,0,4607
2025-05-29,DIRECT,FLIGHT,ES,50,20958,1238,0,1238
2025-05-29,DIRECT,FLIGHT,FR,83,61737,3513,0,3513
2025-05-29,DIRECT,FLIGHT,GB,37,29943,2202,0,2202
2025-05-29,DIRECT,FLIGHT,IT,38,18652,1810,0,1810
2025-05-29,DIRECT,FLIGHT,OTHER,22,12698,1005,0,1005
2025-05-29,DIRECT,FLIGHT + HOTEL,DE,49,103189,11172,0,11172
2025-05-29,DIRECT,FLIGHT + HOTEL,ES,73,122676,13716,0,13716
2025-05-29,DIRECT,FLIGHT + HOTEL,FR,212,290905,24927,0,24927
2025-05-29,DIRECT,FLIGHT + HOTEL,GB,20,21808,2710,0,2710
2025-05-29,DIRECT,FLIGHT + HOTEL,IT,73,158835,12965,0,12965
2025-05-29,DIRECT,FLIGHT + HOTEL,OTHER,34,61557,6919,0,6919
2025-05-29,DIRECT,HOTEL,DE,44,14601,2076,0,2076
2025-05-29,DIRECT,HOTEL,ES,29,15915,2065,0,2065
2025-05-29,DIRECT,HOTEL,FR,101,40302,5100,0,5100
2025-05-29,DIRECT,HOTEL,GB,13,4326,678,0,678
2025-05-29,DIRECT,HOTEL,IT,78,47669,3924,0,3924
2025-05-29,DIRECT,HOTEL,OTHER,13,6753,1038,0,1038
2025-05-29,META,FLIGHT,DE,259,186513,5653,4191,1462
2025-05-29,META,FLIGHT,ES,1020,536468,18854,15248,3606
2025-05-29,META,FLIGHT,FR,1041,738135,23525,19276,4249
2025-05-29,META,FLIGHT,GB,111,49674,1551,760,791
2025-05-29,META,FLIGHT,IT,254,151649,4017,2994,1023
2025-05-29,META,FLIGHT,OTHER,2548,1593377,44382,41357,3025
2025-05-29,META,FLIGHT + HOTEL,DE,0,0,0,0,0
2025-05-29,META,FLIGHT + HOTEL,ES,1,709,78,55,23
2025-05-29,META,FLIGHT + HOTEL,FR,19,27674,2418,946,1472
2025-05-29,META,FLIGHT + HOTEL,GB,0,0,0,0,0
2025-05-29,META,FLIGHT + HOTEL,IT,7,12781,1016,402,614
2025-05-29,META,FLIGHT + HOTEL,OTHER,12,28212,3405,1296,2109
2025-05-29,META,HOTEL,DE,1,1351,129,17,112
2025-05-29,META,HOTEL,ES,7,5471,333,372,-39
2025-05-29,META,HOTEL,FR,13,17315,1211,1227,-16
2025-05-29,META,HOTEL,GB,4,3578,578,178,400
2025-05-29,META,HOTEL,IT,10,4550,423,608,-185
2025-05-29,META,HOTEL,OTHER,4,915,118,43,75
2025-05-29,SEM,FLIGHT,DE,209,112858,12422,11190,1232
2025-05-29,SEM,FLIGHT,ES,18,12683,502,1051,-549
2025-05-29,SEM,FLIGHT,FR,103,51615,5206,4463,743
2025-05-29,SEM,FLIGHT,GB,83,44360,3488,4426,-938
2025-05-29,SEM,FLIGHT,IT,79,68494,6918,3295,3623
2025-05-29,SEM,FLIGHT,OTHER,63,42175,5170,6627,-1457
2025-05-29,SEM,FLIGHT + HOTEL,DE,94,202880,27105,9920,17185
2025-05-29,SEM,FLIGHT + HOTEL,ES,42,76392,6682,4961,1721
2025-05-29,SEM,FLIGHT + HOTEL,FR,167,271919,23612,19155,4457
2025-05-29,SEM,FLIGHT + HOTEL,GB,60,101756,12818,9444,3374
2025-05-29,SEM,FLIGHT + HOTEL,IT,239,619709,65089,39785,25304
2025-05-29,SEM,FLIGHT + HOTEL,OTHER,123,271292,34482,20236,14246
2025-05-29,SEM,HOTEL,DE,43,20588,2838,1542,1296
2025-05-29,SEM,HOTEL,ES,41,12819,1522,1608,-86
2025-05-29,SEM,HOTEL,FR,100,36160,4228,2908,1320
2025-05-29,SEM,HOTEL,GB,14,9890,933,814,119
2025-05-29,SEM,HOTEL,IT,86,44963,3819,2582,1237
2025-05-29,SEM,HOTEL,OTHER,43,21132,2749,2869,-120
2025-05-29,SEO,FLIGHT,DE,27,11600,1262,0,1262
2025-05-29,SEO,FLIGHT,ES,3,1665,187,0,187
2025-05-29,SEO,FLIGHT,FR,21,11663,941,0,941
2025-05-29,SEO,FLIGHT,GB,9,7557,372,0,372
2025-05-29,SEO,FLIGHT,IT,25,9703,872,0,872
2025-05-29,SEO,FLIGHT,OTHER,24,14329,1287,0,1287
2025-05-29,SEO,FLIGHT + HOTEL,DE,16,25993,2775,0,2775
2025-05-29,SEO,FLIGHT + HOTEL,ES,14,18464,2487,0,2487
2025-05-29,SEO,FLIGHT + HOTEL,FR,63,117009,10651,0,10651
2025-05-29,SEO,FLIGHT + HOTEL,GB,7,14479,1225,0,1225
2025-05-29,SEO,FLIGHT + HOTEL,IT,33,57367,5871,0,5871
2025-05-29,SEO,FLIGHT + HOTEL,OTHER,13,25515,3170,0,3170
2025-05-29,SEO,HOTEL,DE,18,7001,633,0,633
2025-05-29,SEO,HOTEL,ES,5,2095,259,0,259
2025-05-29,SEO,HOTEL,FR,54,21053,1931,0,1931
2025-05-29,SEO,HOTEL,GB,8,3572,409,0,409
2025-05-29,SEO,HOTEL,IT,39,14471,1343,0,1343
2025-05-29,SEO,HOTEL,OTHER,3,953,125,0,125
2025-05-30,DIRECT,FLIGHT,DE,110,40152,4052,0,4052
2025-05-30,DIRECT,FLIGHT,ES,65,33074,1680,0,1680
2025-05-30,DIRECT,FLIGHT,FR,100,55999,2139,0,2139
2025-05-30,DIRECT,FLIGHT,GB,45,16626,1408,0,1408
2025-05-30,DIRECT,FLIGHT,IT,37,18021,956,0,956
2025-05-30,DIRECT,FLIGHT,OTHER,25,15590,1138,0,1138
2025-05-30,DIRECT,FLIGHT + HOTEL,DE,41,55841,6117,0,6117
2025-05-30,DIRECT,FLIGHT + HOTEL,ES,34,75089,7229,0,7229
2025-05-30,DIRECT,FLIGHT + HOTEL,FR,147,274557,21403,0,21403
2025-05-30,DIRECT,FLIGHT + HOTEL,GB,23,26992,2811,0,2811
2025-05-30,DIRECT,FLIGHT + HOTEL,IT,78,121993,13834,0,13834
2025-05-30,DIRECT,FLIGHT + HOTEL,OTHER,35,48665,7651,0,7651
2025-05-30,DIRECT,HOTEL,DE,30,9757,1072,0,1072
2025-05-30,DIRECT,HOTEL,ES,29,17810,1823,0,1823
2025-05-30,DIRECT,HOTEL,FR,93,37285,4382,0,4382
2025-05-30,DIRECT,HOTEL,GB,20,5654,563,0,563
2025-05-30,DIRECT,HOTEL,IT,48,26586,3162,0,3162
2025-05-30,DIRECT,HOTEL,OTHER,18,6923,790,0,790
2025-05-30,META,FLIGHT,DE,275,242631,6693,4205,2488
2025-05-30,META,FLIGHT,ES,821,524345,17552,9728,7824
2025-05-30,META,FLIGHT,FR,1207,802080,20065,23032,-2967
2025-05-30,META,FLIGHT,GB,70,31385,841,710,131
2025-05-30,META,FLIGHT,IT,240,110473,3064,2005,1059
2025-05-30,META,FLIGHT,OTHER,2326,1345310,42403,31428,10975
2025-05-30,META,FLIGHT + HOTEL,DE,1,1628,198,111,87
2025-05-30,META,FLIGHT + HOTEL,ES,1,2640,319,2,317
2025-05-30,META,FLIGHT + HOTEL,FR,32,44406,3257,1138,2119
2025-05-30,META,FLIGHT + HOTEL,GB,1,1810,135,119,16
2025-05-30,META,FLIGHT + HOTEL,IT,5,7882,931,436,495
2025-05-30,META,FLIGHT + HOTEL,OTHER,8,16431,2147,685,1462
2025-05-30,META,HOTEL,DE,0,0,0,0,0
2025-05-30,META,HOTEL,ES,5,2369,235,225,10
2025-05-30,META,HOTEL,FR,29,14885,1437,1090,347
2025-05-30,META,HOTEL,GB,2,1631,113,62,51
2025-05-30,META,HOTEL,IT,5,3634,273,436,-163
2025-05-30,META,HOTEL,OTHER,4,764,46,36,10
2025-05-30,SEM,FLIGHT,DE,231,75853,10279,9579,700
2025-05-30,SEM,FLIGHT,ES,15,10923,820,847,-27
2025-05-30,SEM,FLIGHT,FR,99,63940,7759,5384,2375
2025-05-30,SEM,FLIGHT,GB,46,24206,2608,2994,-386
2025-05-30,SEM,FLIGHT,IT,90,65864,4025,3001,1024
2025-05-30,SEM,FLIGHT,OTHER,59,51486,4401,9039,-4638
2025-05-30,SEM,FLIGHT + HOTEL,DE,84,172923,23546,8357,15189
2025-05-30,SEM,FLIGHT + HOTEL,ES,44,104788,10320,5648,4672
2025-05-30,SEM,FLIGHT + HOTEL,FR,187,392702,33478,25480,7998
2025-05-30,SEM,FLIGHT + HOTEL,GB,51,108322,10483,5987,4496
2025-05-30,SEM,FLIGHT + HOTEL,IT,218,460045,56611,25715,30896
2025-05-30,SEM,FLIGHT + HOTEL,OTHER,109,172161,21146,17395,3751
2025-05-30,SEM,HOTEL,DE,31,11877,1193,1117,76
2025-05-30,SEM,HOTEL,ES,26,10067,1258,1368,-110
2025-05-30,SEM,HOTEL,FR,103,53694,5345,3729,1616
2025-05-30,SEM,HOTEL,GB,31,12788,1089,1007,82
2025-05-30,SEM,HOTEL,IT,65,37565,3652,1570,2082
2025-05-30,SEM,HOTEL,OTHER,19,8047,630,903,-273
2025-05-30,SEO,FLIGHT,DE,42,21510,2107,0,2107
2025-05-30,SEO,FLIGHT,ES,5,3541,336,0,336
2025-05-30,SEO,FLIGHT,FR,20,11672,832,0,832
2025-05-30,SEO,FLIGHT,GB,22,19189,3232,0,3232
2025-05-30,SEO,FLIGHT,IT,11,7786,517,0,517
2025-05-30,SEO,FLIGHT,OTHER,10,4269,435,0,435
2025-05-30,SEO,FLIGHT + HOTEL,DE,14,23596,2392,0,2392
2025-05-30,SEO,FLIGHT + HOTEL,ES,16,25289,2905,0,2905
2025-05-30,SEO,FLIGHT + HOTEL,FR,50,84751,6653,0,6653
2025-05-30,SEO,FLIGHT + HOTEL,GB,4,13016,1399,0,1399
2025-05-30,SEO,FLIGHT + HOTEL,IT,30,67492,6613,0,6613
2025-05-30,SEO,FLIGHT + HOTEL,OTHER,13,15029,2275,0,2275
2025-05-30,SEO,HOTEL,DE,11,5104,622,0,622
2025-05-30,SEO,HOTEL,ES,10,3063,240,0,240
2025-05-30,SEO,HOTEL,FR,57,37184,4887,0,4887
2025-05-30,SEO,HOTEL,GB,6,4365,713,0,713
2025-05-30,SEO,HOTEL,IT,33,16088,1609,0,1609
2025-05-30,SEO,HOTEL,OTHER,7,1968,244,0,244
2025-05-31,DIRECT,FLIGHT,DE,82,40017,4364,0,4364
2025-05-31,DIRECT,FLIGHT,ES,32,12203,805,0,805
2025-05-31,DIRECT,FLIGHT,FR,77,44190,2458,0,2458
2025-05-31,DIRECT,FLIGHT,GB,21,12062,871,0,871
2025-05-31,DIRECT,FLIGHT,IT,34,15454,1110,0,1110
2025-05-31,DIRECT,FLIGHT,OTHER,20,9046,1016,0,1016
2025-05-31,DIRECT,FLIGHT + HOTEL,DE,43,75783,8763,0,8763
2025-05-31,DIRECT,FLIGHT + HOTEL,ES,49,86462,8335,0,8335
2025-05-31,DIRECT,FLIGHT + HOTEL,FR,157,259745,21347,0,21347
2025-05-31,DIRECT,FLIGHT + HOTEL,GB,23,32122,4153,0,4153
2025-05-31,DIRECT,FLIGHT + HOTEL,IT,54,108271,15228,0,15228
2025-05-31,DIRECT,FLIGHT + HOTEL,OTHER,27,52367,6997,0,6997
2025-05-31,DIRECT,HOTEL,DE,37,11315,1311,0,1311
2025-05-31,DIRECT,HOTEL,ES,16,6578,649,0,649
2025-05-31,DIRECT,HOTEL,FR,110,36394,3471,0,3471
2025-05-31,DIRECT,HOTEL,GB,27,7092,610,0,610
2025-05-31,DIRECT,HOTEL,IT,53,29932,3173,0,3173
2025-05-31,DIRECT,HOTEL,OTHER,18,4654,629,0,629
2025-05-31,META,FLIGHT,DE,188,159024,3506,3239,267
2025-05-31,META,FLIGHT,ES,734,395912,12785,8102,4683
2025-05-31,META,FLIGHT,FR,969,729739,21754,16854,4900
2025-05-31,META,FLIGHT,GB,62,30354,787,966,-179
2025-05-31,META,FLIGHT,IT,207,113813,3177,1894,1283
2025-05-31,META,FLIGHT,OTHER,2179,1201456,38673,25296,13377
2025-05-31,META,FLIGHT + HOTEL,DE,1,1151,90,76,14
2025-05-31,META,FLIGHT + HOTEL,ES,0,0,0,0,0
2025-05-31,META,FLIGHT + HOTEL,FR,26,41772,2863,848,2015
2025-05-31,META,FLIGHT + HOTEL,GB,0,0,0,0,0
2025-05-31,META,FLIGHT + HOTEL,IT,5,8724,901,227,674
2025-05-31,META,FLIGHT + HOTEL,OTHER,12,28051,3122,1585,1537
2025-05-31,META,HOTEL,DE,1,158,-1,18,-19
2025-05-31,META,HOTEL,ES,7,13685,776,177,599
2025-05-31,META,HOTEL,FR,18,15292,1195,862,333
2025-05-31,META,HOTEL,GB,2,2569,264,108,156
2025-05-31,META,HOTEL,IT,8,3057,270,253,17
2025-05-31,META,HOTEL,OTHER,1,67,3,16,-13
2025-05-31,SEM,FLIGHT,DE,161,76617,8164,7037,1127
2025-05-31,SEM,FLIGHT,ES,12,7120,641,826,-185
2025-05-31,SEM,FLIGHT,FR,93,50913,4730,5790,-1060
2025-05-31,SEM,FLIGHT,GB,65,41359,3702,2498,1204
2025-05-31,SEM,FLIGHT,IT,83,45378,3926,3117,809
2025-05-31,SEM,FLIGHT,OTHER,54,39661,4414,5610,-1196
2025-05-31,SEM,FLIGHT + HOTEL,DE,108,237254,22919,10721,12198
2025-05-31,SEM,FLIGHT + HOTEL,ES,51,82425,7946,7491,455
2025-05-31,SEM,FLIGHT + HOTEL,FR,224,331588,35426,29678,5748
2025-05-31,SEM,FLIGHT + HOTEL,GB,75,121459,12704,8603,4101
2025-05-31,SEM,FLIGHT + HOTEL,IT,202,408853,40906,36106,4800
2025-05-31,SEM,FLIGHT + HOTEL,OTHER,82,195221,22305,17787,4518
2025-05-31,SEM,HOTEL,DE,31,10255,1327,1353,-26
2025-05-31,SEM,HOTEL,ES,35,9731,1227,1920,-693
2025-05-31,SEM,HOTEL,FR,79,26633,3257,3232,25
2025-05-31,SEM,HOTEL,GB,19,8039,1088,730,358
2025-05-31,SEM,HOTEL,IT,70,64059,5851,1439,4412
2025-05-31,SEM,HOTEL,OTHER,18,5822,718,1088,-370
2025-05-31,SEO,FLIGHT,DE,22,13976,1136,0,1136
2025-05-31,SEO,FLIGHT,ES,3,667,19,0,19
2025-05-31,SEO,FLIGHT,FR,19,8587,570,0,570
2025-05-31,SEO,FLIGHT,GB,15,4661,467,0,467
2025-05-31,SEO,FLIGHT,IT,13,4112,409,0,409
2025-05-31,SEO,FLIGHT,OTHER,4,5480,-158,0,-158
2025-05-31,SEO,FLIGHT + HOTEL,DE,8,25942,2870,0,2870
2025-05-31,SEO,FLIGHT + HOTEL,ES,17,29296,3386,0,3386
2025-05-31,SEO,FLIGHT + HOTEL,FR,53,119019,10561,0,10561
2025-05-31,SEO,FLIGHT + HOTEL,GB,5,6540,562,0,562
2025-05-31,SEO,FLIGHT + HOTEL,IT,33,85682,10548,0,10548
2025-05-31,SEO,FLIGHT + HOTEL,OTHER,14,28503,3322,0,3322
2025-05-31,SEO,HOTEL,DE,6,1456,150,0,150
2025-05-31,SEO,HOTEL,ES,4,2130,267,0,267
2025-05-31,SEO,HOTEL,FR,74,14433,1370,0,1370
2025-05-31,SEO,HOTEL,GB,3,430,58,0,58
2025-05-31,SEO,HOTEL,IT,19,13177,2035,0,2035
2025-05-31,SEO,HOTEL,OTHER,11,4331,598,0,598
2025-06-01,DIRECT,FLIGHT,DE,83,38262,4005,0,4005
2025-06-01,DIRECT,FLIGHT,ES,58,35165,2336,0,2336
2025-06-01,DIRECT,FLIGHT,FR,66,41544,2758,0,2758
2025-06-01,DIRECT,FLIGHT,GB,43,41982,1604,0,1604
2025-06-01,DIRECT,FLIGHT,IT,34,22758,1243,0,1243
2025-06-01,DIRECT,FLIGHT,OTHER,23,15635,1067,0,1067
2025-06-01,DIRECT,FLIGHT + HOTEL,DE,67,115065,12009,0,12009
2025-06-01,DIRECT,FLIGHT + HOTEL,ES,81,191542,17590,0,17590
2025-06-01,DIRECT,FLIGHT + HOTEL,FR,217,302073,30939,0,30939
2025-06-01,DIRECT,FLIGHT + HOTEL,GB,38,61233,7140,0,7140
2025-06-01,DIRECT,FLIGHT + HOTEL,IT,66,117807,16637,0,16637
2025-06-01,DIRECT,FLIGHT + HOTEL,OTHER,39,89717,10296,0,10296
2025-06-01,DIRECT,HOTEL,DE,25,9153,1039,0,1039
2025-06-01,DIRECT,HOTEL,ES,25,16956,1799,0,1799
2025-06-01,DIRECT,HOTEL,FR,121,54267,5769,0,5769
2025-06-01,DIRECT,HOTEL,GB,21,8686,779,0,779
2025-06-01,DIRECT,HOTEL,IT,42,21201,2418,0,2418
2025-06-01,DIRECT,HOTEL,OTHER,16,9799,959,0,959
2025-06-01,META,FLIGHT,DE,220,194174,5323,4050,1273
2025-06-01,META,FLIGHT,ES,825,565458,18246,11229,7017
2025-06-01,META,FLIGHT,FR,1418,931433,24770,20586,4184
2025-06-01,META,FLIGHT,GB,83,47170,1348,632,716
2025-06-01,META,FLIGHT,IT,230,151885,3865,2448,1417
2025-06-01,META,FLIGHT,OTHER,2402,1234191,54567,34656,19911
2025-06-01,META,FLIGHT + HOTEL,DE,0,0,0,0,0
2025-06-01,META,FLIGHT + HOTEL,ES,2,4436,667,85,582
2025-06-01,META,FLIGHT + HOTEL,FR,50,89846,9550,2284,7266
2025-06-01,META,FLIGHT + HOTEL,GB,1,1401,147,102,45
2025-06-01,META,FLIGHT + HOTEL,IT,4,8236,707,158,549
2025-06-01,META,FLIGHT + HOTEL,OTHER,9,20135,3539,1127,2412
2025-06-01,META,HOTEL,DE,0,0,0,0,0
2025-06-01,META,HOTEL,ES,8,4938,560,272,288
2025-06-01,META,HOTEL,FR,28,28116,1650,1704,-54
2025-06-01,META,HOTEL,GB,2,2297,191,0,191
2025-06-01,META,HOTEL,IT,11,6008,555,571,-16
2025-06-01,META,HOTEL,OTHER,6,4799,434,221,213
2025-06-01,SEM,FLIGHT,DE,199,107650,10908,8704,2204
2025-06-01,SEM,FLIGHT,ES,16,9973,1078,971,107
2025-06-01,SEM,FLIGHT,FR,139,80404,8268,7570,698
2025-06-01,SEM,FLIGHT,GB,91,47267,4915,3586,1329
2025-06-01,SEM,FLIGHT,IT,71,54428,5260,3906,1354
2025-06-01,SEM,FLIGHT,OTHER,52,37936,3527,5991,-2464
2025-06-01,SEM,FLIGHT + HOTEL,DE,111,245147,31704,18576,13128
2025-06-01,SEM,FLIGHT + HOTEL,ES,63,106071,14547,13506,1041
2025-06-01,SEM,FLIGHT + HOTEL,FR,299,452462,37463,41218,-3755
2025-06-01,SEM,FLIGHT + HOTEL,GB,107,166061,16404,14790,1614
2025-06-01,SEM,FLIGHT + HOTEL,IT,299,675080,82772,59575,23197
2025-06-01,SEM,FLIGHT + HOTEL,OTHER,156,274170,33354,34602,-1248
2025-06-01,SEM,HOTEL,DE,38,19689,2420,2032,388
2025-06-01,SEM,HOTEL,ES,25,8989,1075,805,270
2025-06-01,SEM,HOTEL,FR,95,54543,6829,3370,3459
2025-06-01,SEM,HOTEL,GB,21,16399,2182,950,1232
2025-06-01,SEM,HOTEL,IT,79,42024,3905,2252,1653
2025-06-01,SEM,HOTEL,OTHER,33,13897,1474,1647,-173
2025-06-01,SEO,FLIGHT,DE,25,10070,1457,0,1457
2025-06-01,SEO,FLIGHT,ES,11,3991,512,0,512
2025-06-01,SEO,FLIGHT,FR,21,16032,1513,0,1513
2025-06-01,SEO,FLIGHT,GB,21,10650,1087,0,1087
2025-06-01,SEO,FLIGHT,IT,14,7201,843,0,843
2025-06-01,SEO,FLIGHT,OTHER,8,8791,577,0,577
2025-06-01,SEO,FLIGHT + HOTEL,DE,15,32916,4035,0,4035
2025-06-01,SEO,FLIGHT + HOTEL,ES,19,36034,3317,0,3317
2025-06-01,SEO,FLIGHT + HOTEL,FR,63,134632,11505,0,11505
2025-06-01,SEO,FLIGHT + HOTEL,GB,7,12721,1610,0,1610
2025-06-01,SEO,FLIGHT + HOTEL,IT,29,53274,5997,0,5997
2025-06-01,SEO,FLIGHT + HOTEL,OTHER,18,41312,4450,0,4450
2025-06-01,SEO,HOTEL,DE,9,6922,711,0,711
2025-06-01,SEO,HOTEL,ES,5,845,97,0,97
2025-06-01,SEO,HOTEL,FR,68,19346,2182,0,2182
2025-06-01,SEO,HOTEL,GB,8,1929,233,0,233
2025-06-01,SEO,HOTEL,IT,31,12912,1330,0,1330
2025-06-01,SEO,HOTEL,OTHER,11,3565,302,0,302
2025-06-02,DIRECT,FLIGHT,DE,126,60298,5417,0,5417
2025-06-02,DIRECT,FLIGHT,ES,52,16158,863,0,863
2025-06-02,DIRECT,FLIGHT,FR,87,49504,3320,0,3320
2025-06-02,DIRECT,FLIGHT,GB,72,30668,2711,0,2711
2025-06-02,DIRECT,FLIGHT,IT,38,16636,707,0,707
2025-06-02,DIRECT,FLIGHT,OTHER,29,14851,1432,0,1432
2025-06-02,DIRECT,FLIGHT + HOTEL,DE,67,108607,15613,0,15613
2025-06-02,DIRECT,FLIGHT + HOTEL,ES,65,120366,11467,0,11467
2025-06-02,DIRECT,FLIGHT + HOTEL,FR,145,262107,18815,0,18815
2025-06-02,DIRECT,FLIGHT + HOTEL,GB,24,28733,2964,0,2964
2025-06-02,DIRECT,FLIGHT + HOTEL,IT,95,144841,16865,0,16865
2025-06-02,DIRECT,FLIGHT + HOTEL,OTHER,36,64230,6691,0,6691
2025-06-02,DIRECT,HOTEL,DE,36,24479,3252,0,3252
2025-06-02,DIRECT,HOTEL,ES,14,11626,1369,0,1369
2025-06-02,DIRECT,HOTEL,FR,108,56953,6481,0,6481
2025-06-02,DIRECT,HOTEL,GB,16,4842,733,0,733
2025-06-02,DIRECT,HOTEL,IT,69,46455,4662,0,4662
2025-06-02,DIRECT,HOTEL,OTHER,17,6532,1084,0,1084
2025-06-02,META,FLIGHT,DE,292,186136,7904,4330,3574
2025-06-02,META,FLIGHT,ES,956,544419,15546,11164,4382
2025-06-02,META,FLIGHT,FR,1261,793039,19911,19894,17
2025-06-02,META,FLIGHT,GB,84,49560,467,466,1
2025-06-02,META,FLIGHT,IT,246,124210,5028,2414,2614
2025-06-02,META,FLIGHT,OTHER,2759,1498968,47469,30234,17235
2025-06-02,META,FLIGHT + HOTEL,DE,0,0,0,0,0
2025-06-02,META,FLIGHT + HOTEL,ES,1,2512,321,0,321
2025-06-02,META,FLIGHT + HOTEL,FR,27,48048,4184,1617,2567
2025-06-02,META,FLIGHT + HOTEL,GB,2,3322,580,0,580
2025-06-02,META,FLIGHT + HOTEL,IT,6,11776,1327,426,901
2025-06-02,META,FLIGHT + HOTEL,OTHER,9,17777,1914,822,1092
2025-06-02,META,HOTEL,DE,3,1199,-71,1,-72
2025-06-02,META,HOTEL,ES,9,3133,383,274,109
2025-06-02,META,HOTEL,FR,23,15580,1940,1408,532
2025-06-02,META,HOTEL,GB,2,750,75,0,75
2025-06-02,META,HOTEL,IT,12,8582,730,544,186
2025-06-02,META,HOTEL,OTHER,4,2409,378,19,359
2025-06-02,SEM,FLIGHT,DE,230,104585,10932,11154,-222
2025-06-02,SEM,FLIGHT,ES,13,11758,577,1500,-923
2025-06-02,SEM,FLIGHT,FR,135,65376,6128,6962,-834
2025-06-02,SEM,FLIGHT,GB,76,59117,3721,4266,-545
2025-06-02,SEM,FLIGHT,IT,69,42937,4308,3934,374
2025-06-02,SEM,FLIGHT,OTHER,63,47674,5300,7714,-2414
2025-06-02,SEM,FLIGHT + HOTEL,DE,126,332644,33674,22877,10797
2025-06-02,SEM,FLIGHT + HOTEL,ES,65,117549,13150,15659,-2509
2025-06-02,SEM,FLIGHT + HOTEL,FR,206,327417,27665,38580,-10915
2025-06-02,SEM,FLIGHT + HOTEL,GB,88,118503,13475,12327,1148
2025-06-02,SEM,FLIGHT + HOTEL,IT,233,429326,51913,47842,4071
2025-06-02,SEM,FLIGHT + HOTEL,OTHER,109,185967,22389,24899,-2510
2025-06-02,SEM,HOTEL,DE,23,10518,1594,1002,592
2025-06-02,SEM,HOTEL,ES,27,10362,1056,1833,-777
2025-06-02,SEM,HOTEL,FR,73,37218,4188,3346,842
2025-06-02,SEM,HOTEL,GB,15,9143,1110,834,276
2025-06-02,SEM,HOTEL,IT,52,35178,4069,2090,1979
2025-06-02,SEM,HOTEL,OTHER,29,22166,2403,1982,421
2025-06-02,SEO,FLIGHT,DE,38,16916,1893,0,1893
2025-06-02,SEO,FLIGHT,ES,15,5789,638,0,638
2025-06-02,SEO,FLIGHT,FR,21,13214,813,0,813
2025-06-02,SEO,FLIGHT,GB,20,13476,793,0,793
2025-06-02,SEO,FLIGHT,IT,19,6384,503,0,503
2025-06-02,SEO,FLIGHT,OTHER,16,16262,582,0,582
2025-06-02,SEO,FLIGHT + HOTEL,DE,17,39957,4388,0,4388
2025-06-02,SEO,FLIGHT + HOTEL,ES,24,48245,5055,0,5055
2025-06-02,SEO,FLIGHT + HOTEL,FR,75,121121,12459,0,12459
2025-06-02,SEO,FLIGHT + HOTEL,GB,12,18890,1649,0,1649
2025-06-02,SEO,FLIGHT + HOTEL,IT,39,86466,9046,0,9046
2025-06-02,SEO,FLIGHT + HOTEL,OTHER,20,31553,4158,0,4158
2025-06-02,SEO,HOTEL,DE,17,14731,1370,0,1370
2025-06-02,SEO,HOTEL,ES,5,1388,134,0,134
2025-06-02,SEO,HOTEL,FR,68,29297,3158,0,3158
2025-06-02,SEO,HOTEL,GB,2,688,83,0,83
2025-06-02,SEO,HOTEL,IT,28,21323,2001,0,2001
2025-06-02,SEO,HOTEL,OTHER,3,1212,239,0,239
2025-06-03,DIRECT,FLIGHT,DE,105,38668,4319,0,4319
2025-06-03,DIRECT,FLIGHT,ES,31,11104,641,0,641
2025-06-03,DIRECT,FLIGHT,FR,103,81506,4627,0,4627
2025-06-03,DIRECT,FLIGHT,GB,53,23670,1263,0,1263
2025-06-03,DIRECT,FLIGHT,IT,53,26552,918,0,918
2025-06-03,DIRECT,FLIGHT,OTHER,28,21710,2480,0,2480
2025-06-03,DIRECT,FLIGHT + HOTEL,DE,76,132254,16666,0,16666
